,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,O*NET-SOC Code,round O*NET-SOC Code
n000215,-45.83662634636453,-18.21737315973351,10.72327108976345,34.84797034986877,50.09149183046905,50.85036618774059,-7.514453279586604,-8.899150945125893,35.619169730523026,13.132274179837857,-4.100611312467109,-46.603046571736755,-36.33825150081056,24.878069291188,-6.741994621357073,131199.04,131199.0
n000216,45.303262869836445,40.773520914566475,21.831428339997082,28.598699442356263,-42.96406494944646,39.824149360379,-1.4916235226177945,-30.45469068807037,-49.10723580434715,-56.90515414292195,34.508404288293015,-44.10619422946796,3.493880699515314,-41.21190056912442,-5.266849971271746,131199.04,131199.0
n000217,-5.889783072508797,3.570976561640234,-1.6635290461758188,-13.101212050756454,-90.05470800459395,7.494619272283939,-31.300577732726786,11.97903528729758,99.2774107138408,-2.5248244716380306,54.63300768051747,-41.20761482200548,42.84065949012752,-59.58343847995966,14.781831575892653,131199.04,131199.0
n000218,6.690307791083146,-48.8163172331346,-0.23314056405344563,19.69552662650259,-81.12865249958956,-36.71348703841335,-77.06293008507515,-48.66135813182708,-21.19962276678102,30.860322679738978,65.44439574913856,29.401851863517727,-28.348330438420835,39.540565626176715,46.68294897335587,131199.04,131199.0
n000219,-56.156652498280735,-22.35532361656196,-0.4906486100906957,-35.55994929596548,50.78667711352013,17.179069920638145,-1.217991945227911,-23.180697615225156,-52.646856192918754,22.690919922387426,76.02784393704529,-49.28591015136384,21.42486164855936,-8.181447916730175,45.535410475067195,131199.04,131199.0
n000220,59.30939196275887,21.243607966206227,18.56210267042773,-25.808678799373936,-5.943221896133381,-28.293542841229634,12.963311699784693,-1.9518237851677491,8.990796599223696,84.12390318833329,1.3386669739148118,22.092074780731036,61.56431253783294,-19.368738240840877,27.067724592446506,131199.04,131199.0
n000221,-51.66073289532469,-27.29873680628962,18.88714342977838,18.03548184246771,48.035064096573585,28.98725207153809,12.507841151643722,73.91498174500599,-30.070339067001655,6.070904712948012,61.263318054910144,-24.307272861998953,68.41954645141587,29.204030039836702,29.03818800186868,131199.04,131199.0
n000222,-20.775903003501444,-32.3273290147806,11.291536301747051,143.70698054966653,0.1794988471502066,-22.078588073197675,-17.464740491605365,-54.6361049490123,7.9841535033884705,-56.627693626285314,-27.806389447929583,-30.72169242407674,-31.62939736527337,6.941562812784991,55.618141608093815,131199.04,131199.0
n000223,-21.435231344748498,-55.45056024769145,-7.679926233507143,-30.859217421960842,-10.378981784179565,25.58824210651035,52.685867976376755,-21.128088699271892,-27.273833052490943,-37.0854815917304,-16.274048698027755,-52.45457934384622,28.167672605491468,15.986777819937135,-19.800611324853215,131199.04,131199.0
n000224,43.31863282402947,-37.564972716837836,-9.254912280950705,55.95051411900835,-28.305704111689767,15.415767564203446,-32.150550240463076,-20.473002645094493,-32.10132174123179,34.790687959368135,1.781578359200028,44.108043296381595,10.899377044466004,-3.9683921346544464,66.690934554534,131199.04,131199.0
n000225,-40.203941838792545,45.752324041521604,33.6733691270549,-61.650191751036814,-84.05640002442894,17.744609961723448,72.85215073354601,-53.29477241905655,3.037041563564424,6.422173073756994,-41.57717291358062,-4.769662320094311,26.298522277606775,-36.16315193196949,22.371173427187816,131199.04,131199.0
n000226,-9.75211209181123,-43.202451101186014,-32.797851971708425,-74.44380258844063,53.35268613110879,-52.58953465294978,-3.5919736011759444,4.08807893346854,6.307699967137233,37.098162759779676,6.682499857289354,67.5620481886642,57.07256318056756,-21.162907141357245,39.17945504867838,131199.04,131199.0
n000227,-11.016324154769917,5.891295644181439,23.97249593334081,61.65439182662442,35.04692674128781,-18.297925235543854,58.06238330475546,25.76318689039411,-26.20426510893443,88.68514929843549,2.4335105238370915,38.175844398955235,3.2679760873570753,-25.96617741341371,-2.85079567165801,131199.04,131199.0
n000228,-47.302668177379026,26.509380333405314,25.487743726940188,-6.365374744826541,52.725402180429725,27.691385179307915,-0.8189256417126735,-27.621393748029764,28.90127944972928,21.863235636538043,2.3869470270326048,4.3190921532805735,-2.7938001047191077,22.59767352889381,0.08013739588357681,131199.04,131199.0
n000229,-36.754837202422515,-69.20238713151852,-42.914242228893976,-23.44182057264488,50.52697113928329,13.221932312711917,7.013250645988647,14.696312652701431,-21.824046258690018,-36.38071136722961,17.465201493734654,-22.60140244948568,25.282464733992146,46.38249096085373,-62.32330732018649,131199.04,131199.0
n000230,-16.943884855246377,41.791425185613896,-38.59864322341999,-3.104010786551565,3.5723178173616015,-1.7355478867668974,-21.095603299454304,20.476033410433367,24.708996446186305,-37.55318241524563,78.2363499222958,-21.601631386781584,-99.58180034706342,-30.04993135400305,12.320258960665127,131199.04,131199.0
n000231,36.251710146976805,9.792524032085122,75.41595467899442,-62.54931702646166,-26.388575375719796,-26.687531485334215,-30.8103183923149,-53.061856718757646,7.3612330801237045,-27.187164116617677,42.74047988071857,-5.206731680659239,75.69068819232425,-10.61637188208158,16.263782245681053,131199.04,131199.0
n000232,-50.09929130115171,-47.43673059279642,-127.51689047829736,25.671608299707046,41.06185270374662,21.41187713063399,24.335450159609028,12.347330238458783,-1.4246753794139302,-88.32223518023157,-55.25134042722213,-11.017475090993987,55.58765877340037,77.24452836030466,41.201761707295994,131199.04,131199.0
n000233,24.797982553870263,15.130255580473762,28.45394584659026,13.883651204396125,-24.947349524947306,-79.5009062567744,-53.377685654690474,7.985556792403933,-4.086417486552741,-87.73202575398835,77.88660183821094,-23.530164377591152,33.67705007726035,59.834126212312604,31.810044080950018,131199.04,131199.0
n000234,-31.250205944754118,-56.21234606367431,-19.283214264209853,-40.52222588412433,-51.67959379484914,-14.785011832848653,-42.78185500707055,-50.031906342395054,44.63196506996096,21.565248824834235,-38.804450062573466,17.677801606436656,9.578934350442218,-76.947088654104,51.68288006232809,131199.04,131199.0
n000235,-9.485080755798846,-14.760234388039716,-0.011051639566154181,-8.8524298149313,-1.3030110963531971,30.007714190849665,-24.153867778904168,-81.42221622232701,-12.496439410773679,-32.30909768084709,-46.559349315472076,-33.74630266945934,-42.08211792417777,26.765314742421356,8.924172242838244,131199.04,131199.0
n000236,-14.37651837743463,-8.344569894063229,-10.807829993633742,14.5302618716892,44.08358849521748,68.17479475260654,-40.80571225003915,-48.52067142449285,29.626131632713303,41.8786407682615,52.69940289335902,30.89124209411155,21.64355894782865,-63.1586701252735,5.8238248317550925,131199.04,131199.0
n000237,63.800866130605755,19.84887844478339,46.434117716705835,-50.86665797538314,5.088067191181658,-29.838121785984686,-21.320378310020224,8.430457931553395,30.38807552828054,6.087677743845585,-13.22246506339882,-16.391484449516092,-1.5126601080729043,3.5913825524448804,-11.167536243743687,131199.04,131199.0
n000238,-35.52746944455993,17.124686119048736,-34.351517397207864,30.155317488780483,-57.79109161798294,-17.512679508524478,-5.414764629847865,11.415553298463664,72.80226855330864,-3.0088142689515234,-2.659566136324356,-20.885403915466554,30.303705973488118,47.41925291034986,-6.0827308637087,131199.04,131199.0
n000239,12.011555810715029,-72.22393641940428,12.848882169064463,-68.45823957683284,-11.81185811305064,64.67468582138781,7.151872992836651,4.717751629970049,5.297055611041459,-22.60310882873472,8.391296205579636,5.268507968301282,4.371849882778793,-45.045578691128256,22.38501973445781,131199.04,131199.0
n000240,42.9561123687103,8.97962853961679,-1.6245055554237589,28.33992138142137,-6.729557753011968,26.985505087722384,34.40383235574669,22.47375200093812,8.867945845561444,-8.881136858128647,-84.22863145785617,4.938175727695877,10.688684752252048,-9.611617102908674,-20.104317182547746,131199.04,131199.0
n000241,-134.3384530932244,-84.8674829680522,24.807021526906894,-9.276197426140687,-56.64467900150399,49.36095212679163,-24.18798680741572,-51.588159926032965,12.982621036297417,34.682476326976655,-59.116112606487185,-32.72551290367048,25.317766754497562,16.7492521033621,9.299477335549268,131199.04,131199.0
n000242,-97.13980136196143,-46.99017334480387,-34.76896338302451,37.86462476982436,44.929333452825844,6.030220051817756,13.231405260726293,101.95391797756618,-11.894499659644893,-6.241363303031305,-6.460284993027793,28.76917741233735,-28.141608793789565,-6.886228724743547,-40.87320862651177,131199.04,131199.0
n000243,-48.60145188493108,-57.85424226181508,20.20158263059832,34.88702234183872,6.058935511012758,-67.99332355073648,19.745098892102874,-36.74579671502005,17.28229197075376,-7.5296368163763,-38.07752124868215,-26.43152239947545,4.163956180447669,5.423095928929104,1.807701736949316,131199.04,131199.0
n000244,51.286505252747205,4.422662256677717,-22.957221912155546,-18.74948298661973,29.25313502912574,14.201794786860873,50.504148901383736,9.331331520365913,68.29718465996051,-23.25509547113414,-19.531460980982878,-18.985987318693823,23.597815519376226,12.49169482072385,-45.130498438337625,131199.04,131199.0
n000245,-0.8046285731717009,45.42332009058684,0.20621993935144456,-56.719491346992285,-93.13875890003567,-33.20144851772412,4.662184157905499,67.86385630828906,-58.96265922479278,8.54968521108128,9.380681772849384,-23.92673973682047,65.51996179391101,-45.934412073405674,9.107690586388172,131199.04,131199.0
n000246,0.6255952170156842,39.050685255812695,-10.24717399692188,-48.529876198436064,47.32604597602351,-2.0336606468951546,-35.835219882319535,39.070974687364675,64.69621803012022,-2.0898595453584012,11.749837705421532,-35.02494485983348,19.87307913129295,25.9236896100206,27.35878947507646,131199.04,131199.0
n000247,-21.31421192417403,-1.186054969151638,-10.103578331761629,-24.27314125078304,-13.962341946298945,-9.354462052374437,26.836115074093613,58.003757819876085,-1.1831568668688215,68.87672793031385,21.320233392486116,17.856832334795968,7.232543331340639,-67.36535892320431,12.604881811592351,131199.04,131199.0
n000248,13.102567832796376,-68.07167898429955,49.548053022375484,26.737667487450906,44.59691628464035,-8.935342395545845,41.13959863369404,33.95884972580705,-25.62073820510723,6.369932465189375,-64.04590153813271,-64.29440908308666,-7.844349157921597,23.171908142210757,-16.102176653096397,131199.04,131199.0
n000249,26.3594457433514,-28.393021240113026,-30.84200696787982,60.789737484195214,-28.58190216941929,9.351884068586081,12.874742260547738,-91.11579508576848,58.47249344349185,9.575776278385664,13.310809387453299,35.57750137586356,15.205147975549938,-37.82877155955182,-23.438658108340547,131199.04,131199.0
n000250,65.50259048226586,26.540229521711435,-40.42397329216673,14.591243667492014,65.47129667838759,-4.147951125664449,79.66852744667179,41.70215008123212,-35.71747623209503,-125.74788799393605,102.52759404078498,27.88518946682501,-44.944037292894535,-22.814920656765548,-9.588493328806427,131199.04,131199.0
n000251,-28.851089277085894,-35.43232600046466,8.036489933037561,-86.39623061600162,67.19171778357433,10.39122145268436,94.23848402713386,2.8409004199757355,70.56059057649082,-20.99031878683431,-63.12898531464743,97.25112104842795,55.929817927288674,-10.950126788529484,54.24486358898579,131199.04,131199.0
n000252,22.24611069444326,83.27222911148314,12.460902118908802,-76.9693940663931,-15.270171695292575,21.592465473526595,20.659215909503718,20.431380308963742,-20.77269978491877,-40.17856310687259,-19.18046290163514,-27.69882476237026,17.57063046791846,-37.69135997003893,-25.33695476419006,131199.04,131199.0
n000253,1.7225406726486905,55.270939089115046,-18.56045559363191,-1.1512849206857307,29.298830153604555,14.334781024530383,-11.910646171878225,-3.64278028859917,-12.198546867987247,15.966112200195264,8.63350849798513,-87.60273163797476,-1.411382809751193,25.79959796745981,31.340796895085226,131199.04,131199.0
n000254,-75.39484329320385,-2.1429147452492456,45.82160813878369,-14.469616946923807,-26.859482862227505,23.548408567069455,23.985549629368865,21.38635879824409,-8.565964117744894,-93.05767761748152,-7.495490073658008,-19.90450848934533,-6.677652705929146,50.57113273836658,-52.950509786160126,131199.04,131199.0
n000255,27.21051994495304,-15.354016903998563,13.27360969233494,-48.071964139075874,9.347642400473138,78.00903923651867,36.00582825906243,2.611388462828538,-70.55999308084479,2.717466640425785,-7.01550715593986,-8.541200485454363,-25.28992570456756,43.603363967706926,-16.24096784446676,131199.04,131199.0
n000256,8.377169672384264,-7.047337452172515,-48.67209645054118,-1.5230991481397511,37.222002442062006,-5.960958045439333,9.93526512696181,-44.989124207920916,53.75152902382742,-72.7240715869299,40.2038909869022,50.25708907378504,-43.54425751418464,59.581314619186855,24.586331081185392,131199.04,131199.0
n000257,85.80747326509763,27.0721109831934,-86.39136356464577,-5.726492419877081,-21.125395451964554,-2.8410055610379636,1.943115747725635,25.036130011977715,-37.260308251826615,24.016494599183776,59.13667382836644,38.01548825979151,-16.872002793195865,-2.360336996666586,42.254206008326534,131199.04,131199.0
n000258,3.57725779049373,-20.15703485104143,-41.63986607510946,-36.836481605751004,66.85800008063114,10.113696167004314,-50.241720601691455,25.93413776667481,-7.660612825610541,-51.004884483577285,-9.917794718811376,5.898837382364034,46.47080838850309,-8.520976830127346,23.01887251922706,131199.04,131199.0
n000259,-5.24698646572134,42.20869179323961,2.4725963157068076,-22.29978782920336,47.84589271215594,-15.078823980348815,95.10637811441651,11.867973164581118,-14.745723144714976,-9.767733922227276,-41.83352078375855,46.369726248406394,59.33722077140999,-36.1828644087215,17.618000612020257,131199.04,131199.0
n000260,12.402082436869572,8.235128742119382,1.9920698208702543,-42.61186715861021,59.26977723257969,-44.13193834243145,9.85351867366855,-47.19102894926223,-40.91415739912084,-57.01163283732255,-21.680573010163116,-36.763682688528775,-76.45243809186698,-62.102798753028075,-2.632655889157947,131199.04,131199.0
n000261,43.53358825865469,72.18122736923165,5.811488240879915,-48.071970352856916,-31.07292224799799,-64.0206055140832,-10.41420569327307,-22.846281412378858,-30.627615665074938,1.7018779359053342,-19.934237508005452,-60.76362172701971,-8.205138733622528,18.593971807527076,19.153585414102796,131199.04,131199.0
n000262,-24.620149716844825,36.0826015621313,-2.016316651049313,22.460218039223058,33.904349255378094,-32.81636174778928,46.193518375317794,-47.381815344480444,11.786646367861803,44.85179506412015,-67.97158627567752,43.047376274091405,7.244938740178406,19.473018165272702,-25.263050625215318,131199.04,131199.0
n000263,34.637799199012804,-15.77354231880555,-23.89121113348267,32.20558249691046,-61.4256793435201,-58.47010589214504,-12.740658185762841,-66.77459190601411,-51.61078842786477,56.89518246168253,53.881953500073685,-16.771096149856522,2.120932103904736,10.08354626582872,-40.382581072074146,131199.04,131199.0
n000264,-1.9326656007418024,20.951010686574346,59.58619054052331,43.131350954701475,29.911609135786183,-3.137475095207871,-14.515222856823788,-82.68387555085954,33.98849170743123,-59.976249888103595,-48.00854599282471,-11.016908114439467,3.0969518693184535,-16.98282215141677,36.80177073314412,131199.04,131199.0
n000265,59.44710317487117,4.679891617380087,-62.133355691604365,-69.48527863743193,30.738210500611874,29.860353771742464,56.14039185351888,-25.869894536479112,-72.72338344712281,-92.39577111240072,40.33733972463905,-24.13375127148835,70.64240149372041,43.10578469472428,-28.9085173302229,131199.04,131199.0
n000266,-37.87020039643216,45.15564482113995,21.929164190359547,20.999021849705173,-37.77295876579994,15.642643680705277,23.21761274216883,24.494483709937096,-48.85008276769242,26.752165257753962,-5.580166293859595,-13.370455017587354,6.287120130759257,5.368658331852189,-57.446218212173626,131199.04,131199.0
n000267,29.578689440210894,6.8421371429247815,23.245142303480158,-33.70409702564476,2.0554505877681435,72.3611551366648,92.48506228422039,72.35599348804438,-22.686587167825735,-0.38355179020316266,-21.802268709290168,-45.3100636154342,-71.83037291958222,75.67560291918215,-39.965743250955455,131199.04,131199.0
n000268,-21.406477356607652,16.411830166908285,-26.042498369762505,22.398752421482428,15.00120402533788,-61.23769510196537,41.644375895536236,-41.15322691224608,-25.857658053961647,5.6104428688371915,48.18583036551921,-11.44609528758075,56.894719014719925,-29.268090963674666,-74.4379826216667,131199.04,131199.0
n000269,19.993922302635546,-26.507956241918972,44.39800106079436,40.70935826795359,-65.82832518544649,6.13311881285093,14.983576845186779,24.94666640657179,-31.94344784293113,-6.376202762422739,-25.692592429238275,-35.66759174745904,-18.53249230840209,40.86649266343758,4.4031785998991095,131199.04,131199.0
n000270,-3.1672709306549223,20.627753659797968,-49.96104076271268,13.242133782705901,13.789885328267552,-5.692720988351182,37.891305796666515,72.11655133307661,12.01506762039972,-45.03456443418545,-34.52460331774472,17.965603338925682,-35.5376022579546,50.57586033705524,46.40152985004731,131199.04,131199.0
n000271,14.300317100905312,-8.799706970539011,59.42148568144986,76.2910010018631,-5.820193807978707,40.929830886467386,-83.70061062417639,0.2560148117952656,13.346572656270865,7.742547261095035,-29.845760303667937,-20.88525464686798,21.23491502565474,14.895528796222713,14.304671790013025,131199.04,131199.0
n000272,-19.662498655996327,30.762209673821562,-10.16947739285635,13.564144890936104,-58.921451775992836,-41.66734819179522,-11.253467932252645,17.92851391068332,1.267997702156963,-28.66784974910481,21.91175887001311,-8.996838352508775,-3.2984956115758908,-17.66072420293211,-56.49867582890007,131199.04,131199.0
n000273,8.19499015803345,-25.066502120373897,-74.09053344653191,18.003341915812832,-43.64851723942966,0.03262234092777594,64.35804180852071,-46.15825474570543,-40.92652051133121,-0.8903286249393746,20.312219698295372,8.977876204319891,-68.32786028300772,-30.937645232100238,-10.457293088464594,131199.04,131199.0
n000274,0.22713186307429467,26.676954409249742,-10.758900682252516,-11.511254776561264,-0.31849886001034466,5.646583570771648,-14.016508019359105,85.44095710338081,2.1206283108715014,-26.665574198562904,24.37576804270006,-2.154176039130718,21.818180019741416,-17.462716529887818,-1.207007518513982,131199.04,131199.0
n000275,18.34386922272964,30.09040981371737,-28.303327019418994,-27.599187558470014,-8.130868662486943,-13.423474871059355,18.77045121067775,-9.79085204084592,-41.937450750761855,10.67050226907908,-9.532000629190042,-11.981506931258657,9.522559877300196,20.199979804008827,42.707017214466966,131199.04,131199.0
n000276,71.67017983118755,9.993637567043589,41.99075954404208,-36.87401222595527,-5.260223815676619,-55.8149312476942,7.446368579343982,13.106766569020698,28.938521519592577,44.437899269311785,56.60384714720995,41.52646016491387,-10.090497580520244,-45.77737005907467,-5.872626153279795,131199.04,131199.0
n000277,-59.39013209493516,68.25762408824839,-30.94288821146588,-4.177247340572423,-38.69875480676687,-1.2323679001912584,-48.289653420661296,60.939887861246405,4.3972119533697605,-29.244095493336925,-1.494177488833813,-44.702233241668566,-62.676237783146455,-21.072676886130676,22.586448757234866,131199.04,131199.0
n000278,-39.858523212458266,-45.89661763972731,-31.0679295920671,-32.391531591436305,27.106922181992008,-4.968296861373333,27.338711864354117,-32.56447099567639,16.618172064193665,14.221393396569662,62.27378136049484,39.061847960004386,-2.748640415897958,-20.136680204825893,13.867026176530011,131199.04,131199.0
n000279,-3.8345695939347295,31.39854850459299,-2.845077928043583,-17.806154590266082,-38.04182714233277,-36.81121250732639,26.67991854250404,6.332330596193448,21.54494182446226,18.200346210303486,-0.998748954319721,5.79693103318525,-35.03460957672611,-27.47768684616276,-1.867737055004506,131199.04,131199.0
n000280,26.041824214264626,-67.46696579334414,28.464882085311658,28.75442543736088,34.8177209472291,-63.570275435903454,-21.255189496042753,-76.22414244750257,-50.21061286464803,75.74485006531772,0.8740389115470046,1.7308706036584365,-19.93950143694518,-12.788793237287948,28.395571203249144,131199.04,131199.0
n000281,73.33755749396678,13.501368135786446,-10.121881479915992,-17.517511314344617,98.60247249730938,-25.93160179762095,-67.56920978163208,-47.81922883237624,52.48946746815367,-44.89196250632687,39.431082364592726,-24.680911617998305,74.40111394191476,-3.674246628302259,-10.977645144069406,131199.04,131199.0
n000282,-70.78793397669784,-33.65972527905661,15.56092351526635,19.26668247935202,-11.117345908286552,50.00081187423617,2.9081176295074322,-109.4593601226186,-2.622281095694793,-46.069171244107224,55.53807156770823,7.873485807058577,69.59845594913699,-61.44216056757668,-0.8158062621425848,131199.04,131199.0
n000283,3.4979830539249863,-34.78128599322264,12.665342109652116,96.55363170482909,25.01314291328811,-0.1833875705407444,-16.24992040312589,70.0291470525057,22.70523687290709,41.393226285552146,-35.96674032332835,0.747502898784195,10.440129148820969,-4.328697165996649,40.17955451993883,131199.04,131199.0
n000284,-13.058951547843845,28.481922665070204,-43.68600119037746,-28.044807646435963,-54.36643941241904,-25.973857825182677,28.83526791055987,33.97891843500883,-8.404822083409696,16.822497457224713,3.3377029246075365,14.027154150419715,-5.728769466326907,23.198230506188494,9.350463865922425,131199.05,131199.0
n000285,47.138800023158495,-25.580370390299304,-48.31426758781664,-11.912356119283302,14.322153301242698,14.95078023361315,-88.46836858834061,14.386401835502914,-18.745132279191374,63.80262959097114,-23.311524860985838,31.25292983493092,-78.68939202365532,-3.57684092888179,-25.803499547611,131199.05,131199.0
n000286,-6.802080754360389,-40.451914802393084,-22.18108904847234,-4.21046157418216,72.92206622198937,-31.73319549792192,-7.592330484843723,-49.40884047990001,60.47140534001818,-28.517687604230083,46.99749308441861,50.024773072331286,5.840955908585319,-17.04873777192788,31.480941664867224,131199.05,131199.0
n000287,-36.525851100411046,-8.176133453883942,13.170626362545901,-5.4575322742052075,72.5152051423553,-11.25107211419606,-76.29688088847041,-70.61879210316587,23.2872062305859,-70.89756846503411,-16.426605045570298,-41.45193629718196,0.20631972383174013,-21.05525687608994,-29.122171905570408,131199.05,131199.0
n000288,9.131359749647771,-33.906003510387634,25.840620727081458,-27.291448223767663,-8.498091101127864,1.9259690035967294,-21.026812035120038,-20.05946719063913,-13.917958568924638,2.4279395411876563,-37.260439464084,6.895627264943537,-8.650140960365976,26.894976247662488,15.055025827814061,131199.05,131199.0
n000289,-2.247527499957757,-38.05143515718378,0.6325452010424097,-31.61204985160806,19.087712878881945,37.00033982069789,30.886017980605608,-12.466067040892288,25.45302865598841,-10.456607692557672,7.146048322681608,-26.93644240507605,21.95712050766169,28.973847176549715,-66.38741358215823,131199.05,131199.0
n000290,-73.01303734682391,0.7582705044260027,4.408014914693924,37.13392502971585,73.43489639741904,-2.639879774042826,-68.77894927270955,27.630927983531965,-44.62990624085572,-13.316525450225498,53.385152995235615,37.048885066470405,-43.889534325171915,-19.17777735505401,-43.89891760890401,131199.05,131199.0
n000291,24.994404645760724,-43.82685748365669,-16.761630001906454,76.04056304885886,-12.052538858559164,-11.675709807524814,-26.544007051913105,10.744588578210132,-71.79818621107717,88.9995531460331,-64.12732083896556,-40.819892251233306,19.3511699065984,50.567077347122876,31.923561592553966,131199.05,131199.0
n000292,6.975732819058095,5.755400198928151,16.267026654285676,-1.4896474275999978,63.602921231265555,-93.07704721044678,1.9511870531945916,-33.76792977955071,-9.046794071260937,0.2918157512820323,17.402684431726396,22.701219048056572,6.501553720521446,-4.445354039787104,-2.82371618249149,131199.05,131199.0
n000293,42.05913608967118,7.863237862987051,-12.029160058589655,-32.71098019852708,32.91982849808896,22.01104494182482,-42.23236150342327,-63.032731745161236,-9.841188060818725,-80.35628831793767,-2.809291539139623,67.17963478038715,-27.483222196276586,0.07029196425657613,26.13518753925993,131199.05,131199.0
n000294,-19.83163256539329,17.942202287738255,-3.7214742645399475,-5.834899478985805,11.783453789819287,-1.131010334428183,-0.4765351638898073,-8.465097817772902,120.41790499923648,4.628730121892385,-28.08066260172067,0.8101959018013517,26.288793271947245,15.55398399028455,-35.88975605016149,131199.05,131199.0
n000295,-6.230037531509268,-58.09849150899305,10.655902578811883,7.648289889790882,-4.5444319145778795,66.40758152248333,44.583654861248704,43.74509938130367,40.289023711923534,-11.681348011097903,32.49199340399309,-15.782208025777418,22.656048000536053,9.521187204303423,-27.296776392946473,131199.05,131199.0
n000296,-89.85267556545999,10.19945135478428,-12.961548963321443,78.11905831994375,47.93703743257919,50.27137460669642,39.026108956433845,48.25501030656138,14.966117924952426,-73.69194900572538,-42.04149314781306,-57.17791865202428,12.964477460123748,-9.394643089923106,40.589131377072505,131199.05,131199.0
n000297,-39.1876234995826,-12.06467911612084,13.634498346370073,-6.042337030931096,62.49250567692427,-8.32408478875396,22.067352730450644,-16.373455640444764,18.7159877331048,9.358350141153135,-44.78448663395905,-20.124988465598754,-48.28253281078356,9.953532371538586,38.949531390345925,131199.05,131199.0
n000298,-26.814813400715835,-71.45921792956587,42.360293131277004,-25.668456904557058,72.17023880734011,-13.512510489425047,-51.567826407888234,-12.362147874245563,-21.68371003597443,12.274163630286543,-4.927261070383304,-18.21467043450974,6.970435051480228,59.96395839439519,3.788567382726503,131199.05,131199.0
n000299,71.5749240420847,53.02715690324702,-15.762034791130702,-46.61608792541963,-30.29976060111802,-74.94227163438715,15.84241547415783,4.671194240190639,-32.9728353450602,-7.032103547672165,9.053663017438549,11.008498304508601,-29.739187794670322,30.290303448203517,26.26720752352623,131199.05,131199.0
n000300,72.02817076442867,18.0691576603057,5.557874772415644,2.28012596586517,87.91972130281586,-29.26896402011716,0.15902090161190174,-15.997054075644808,-1.113558115426173,25.81911763095515,19.41600636592066,6.176621166672025,5.654234699353131,14.04676198703714,-19.79276949187359,131199.05,131199.0
n000301,5.149915421634672,19.333464166627678,37.33451127477287,81.1501522051237,21.58695052254701,-31.922102036188143,-2.139904684725628,-37.532384596415504,-8.566990370650512,-6.537308715084784,-4.608651590759927,-53.610741257347094,33.686062825996125,0.15107761149942772,25.862936873842468,131199.05,131199.0
n000302,-8.974906597507141,-10.409229910822706,51.9368778562466,-71.17359712424604,-19.364094507801546,5.206128060502203,86.72370711128441,12.325482507835465,-10.943546401076082,10.080787477060134,25.28875601070002,3.4413468496710333,-22.543767187753627,-6.5268834058200405,39.56492493768379,131199.05,131199.0
n000303,20.44985466302832,-4.972030221791907,-22.41510535109787,29.264198331289773,29.935442864954542,-10.435203419102173,29.76978201218059,-5.108100288260248,33.27368556155991,55.11889222759403,30.750906490250944,0.3345323742208155,15.080729345656986,17.180350427307715,-61.930355618329976,131199.05,131199.0
n000304,-18.07988505322839,39.19621061914972,-56.61392909390379,-54.801382934268766,-10.863315365808308,8.593696500492882,75.09064446593415,82.23499682477176,-2.0262761555103865,-22.609159309812007,-50.22980852032964,-19.806724380398027,-21.913705549243673,72.51464207020287,-31.567010883349397,131199.05,131199.0
n000305,-1.633785083313837,66.26225473644139,-29.51271574437636,4.451079630511146,59.036269060664196,15.220313969171043,27.369206815179613,-46.35705075133119,-25.26553633720541,-42.28702395322733,18.38643245661506,-26.020409693469837,-26.336604407541746,5.654005160838497,7.687262531590036,131199.05,131199.0
n000306,7.53957258787975,-42.6564842805453,4.604672156555146,-4.013560881561599,-83.08323255501793,53.78663566444792,18.581027176908076,-18.811990365427572,22.40395769682849,-34.1944627080894,-23.15690596984025,-60.509929683759125,-1.8220408158557562,24.046627747836364,-2.3524982842489437,131199.05,131199.0
n000307,-15.104188965761594,26.00078790120514,45.642542321902255,-81.95139647159094,-26.037347609141143,-75.61277973633278,-17.85817059694992,-26.44392497219263,-2.3205723450325517,24.795860567267013,-18.9966185203104,-57.2386774683522,20.542229215468378,-12.157870682045063,-44.128215187686436,131199.05,131199.0
n000308,-49.08765394688893,23.20104366092648,-2.114171449719309,-59.18886314716798,0.1326902405519954,-47.07233463459795,30.825321516099695,82.46374997558196,30.31734512439792,46.194513819012634,-38.04329475337728,33.57076346802835,41.169709033956195,-25.42642011127013,8.06321164325444,131199.05,131199.0
n000309,-30.135170662890634,-11.483977028469496,82.71348862334094,1.0320816388417304,31.530301127091718,54.30909454335789,2.781175661710053,65.16689445803364,52.875881897620204,-25.312151794355017,11.259533159057506,21.921578582142647,-19.542974564162,-4.915276554335385,44.82419640432108,131199.05,131199.0
n000310,-43.46860986345541,13.32183486914473,-6.050050374075859,-47.222660617424125,-13.368096287407731,-46.48042182530849,-55.100238924458104,-0.39992089317938095,-27.0248259450777,6.849927022880449,-11.392419198960374,-12.891351918119797,8.24910441700645,14.650073620644836,-71.70344539521771,131199.05,131199.0
n000311,3.686831606414304,-52.141837011165094,0.26537120994959573,-32.62593807420207,11.463348985115832,-66.65750649670727,-52.60147076295894,-6.095103270684056,19.020314119023734,92.12303405104305,61.50653008425083,26.99296608283971,-14.769923186645759,-35.47871995954232,-2.8168032382710413,131199.05,131199.0
